Sector,Occupation,Skills,Tasks
Advertising - Marketing,Social media manager,"['Mastery of social networks and influence strategies', 'Skills in marketing, web marketing and communication', 'Writing skills', 'Responsiveness, curiosity, team spirit', 'Sense of listening and autonomy', 'Analytical and synthesis skills']","['The social media manager is responsible for the e-reputation of a company (through its brands) by intervening on all social media to enhance and optimize its institutional image. Find out everything you need to know about the social media manager: the job, its missions, its training, its salary and its opportunities.']"
Advertising - Marketing,Group leader,"['Strong interpersonal skills', 'Analytical skills', 'Creativity, long-term vision', 'Negotiation skills, responsiveness', 'Taste for numbers']","[""The marketing group manager, also called range manager, develops and implements the company's marketing strategy for a group of products, relying on product managers. Find out what their daily tasks are, their training, as well as their salary and career opportunities.""]"
Advertising - Marketing,Media planner,"['Know the broadcasting tools', 'Business negotiation skills', 'Taste and analysis of numbers', 'Good communication']","['Within the framework of a budget defined by its client, the', 'must determine which media are the most effective (radio, television, press, web, mobile telephony, etc.) to best reach the audiences targeted by the advertising campaign. He also considers the most suitable times, frequency and duration of the campaign broadcasts.', 'To carry out his mission, he calls on research officers who provide him with the various numerical data (audiences, consumer panel surveys, etc.) that can guide his choice. He can then make his recommendations to his client. Once the choices have been validated by the latter, he draws up a media plan in which he indicates the action to be deployed: selected advertising media and spaces, frequency of messages, dates and times of broadcast. To optimize advertising campaigns, this professional must understand his client, analyze demand and know the market inside out.']"
Advertising - Marketing,Creative Director,"['Mastery of the graphic and editorial charter', 'Knowledge of graphic design software (Indesign, Illustrator, Photshop, QuarkXpress, etc.)', 'Good media culture', 'Marketing knowledge', 'Ability to unite a group, strength of conviction', 'Rigor, organization, creativity', 'English proficiency']","['But his missions differ depending on his employer. Within a communications agency specializing in the Web, for example, the creative director develops a', ""only on this media. In a multi-media agency, the creative director is able to decline a creative concept and optimize an advertiser's budget on both traditional and new media. However, having good knowledge of the different media seems essential to practice this profession.""]"
Advertising - Marketing,Responsable marketing digital,"['Excellent knowledge in marketing and digital', 'Knowledge of search engine optimization strategies', 'Mastery of web traffic measurement and analysis tools', 'Sense of analysis, listening and observation', 'Anticipation, creativity, innovation', 'Ability to convince', 'Management and animation of a team', 'Taste for numbers']","[""The digital marketing manager defines and designs a company's online strategy on the Internet. He/she uses strategy, responsiveness, and creativity to achieve the results set by his/her management. Find out about the job of digital marketing manager. What are his/her missions? What training courses should be followed?"", 'Within the marketing and communications department, the', None, 'or', ', has the mission of determining how and/or selling a product or service on the web and/or mobile, tablet.', 'To specialize, the school offers a cycle', 'allowing the obtaining of a title recognized by the State at level 7 and registered with the RNCP. During these two years of Master, students acquire varied skills in 360 marketing strategy, web development, project management, e-CRM... They also participate in projects such as the creation of a website or consulting missions. This 100% cycle in', ""allows the coverage of tuition fees (funding provided by the host company) and to professionalize for better integration into the job market. To join this Master's degree, candidates must hold a bac+3 in human sciences, communication, marketing, LEA, literature, management, commerce, audiovisual, multimedia or computer graphics.""]"
Advertising - Marketing,Assistant marketing,"['Good command of the Office Pack (Word, Excel, PowerPoint and Outlook)', 'Good knowledge of marketing', 'Adaptability, flexibility', 'Creative and rigorous']","[""L'"", ""can also conduct statistical analyses (without encroaching on the research officer's duties) and carry out continuous monitoring of competition and regulations. He may sometimes be required to carry out commercial prospecting by telephone or by email (mailing), set up commercial operations and carry out sales monitoring and analysis. He thus collects data to develop reporting. He also carries out sales pitches for the company's sales representatives and PowerPoint presentations.""]"
Advertising - Marketing,Illustrator,"['Mastery of drawing techniques', 'Creativity, imagination', 'Knowledge of graphics software', 'Curiosity', 'the', 'book mention (Bac+3),', 'the', '(DSAA) graphics specialization (Bac+4),', 'the', '(DNSEP) option Communication (Bac+5),', 'the national higher diploma in decorative arts (Bac+5).']","[""In the publishing sector, the illustrator or designer creates images for the cover and/or the story of children's stories, for example. He/she can also work for the press and advertising sectors. To find out everything about the illustrator profession, its missions, the training to follow, its opportunities and its salary, read this job description.""]"
Advertising - Marketing,Research Officer,"['Written expression skills', 'Sense of analysis and synthesis', 'Interpersonal skills', 'Taste for teamwork', 'Rigor, attention to detail', 'Commercial fiber']","['Shaving foam or fruit yogurt, before a product is manufactured, the marketing research officer ensures that it will meet consumer expectations. Constantly monitoring the major trends in society, he is able to inspire marketing professionals. Do you want to become a research officer? Discover all the information about the job: its salary, the training to follow, its skills and its missions!']"
Advertising - Marketing,Roughman,"['Mastery of drawing techniques', 'Knowledge of DTP (Desktop Publishing), computer graphics and multimedia editing software', 'Creativity and responsiveness', 'Listening and synthesis skills', 'Skill, organization, autonomy', 'Knowledge of intellectual property law']","[""The roughman analyzes a client's needs and translates the concept and script into a first quick sketch, called rough, which means draft, sketch. Their main mission: to transcribe the visual effect of a campaign or a film, for example, in the form of drafts, illustrations or storyboards. Find all the key information on the roughman profession: the training that leads to the profession, the required skills, the opportunities and the proposed salary.""]"
Advertising - Marketing,Marketing Director,"['Analytical qualities', 'Management and animation of a team', 'Ability to convince', 'Creativity, curiosity, good general knowledge', 'Sense of listening and observation', 'Anticipation and sense of initiative', 'Negotiation skills', 'Leadership, decision making', 'Know how to manage a team', 'Adaptability, ability to adapt to market changes']","['The marketing director is the one who coordinates the entire marketing policy of a company or organization. He defines and designs promotional campaigns for the products and services offered and validates the strategic orientations as well as the means implemented to achieve them. Discover all the information concerning this profession: the missions, the required skills, the recommended studies, the salary and the opportunities.', 'A key position within the company, the marketing director is very often part of the', 'and is therefore very regularly in contact with the general management (financial, technical and human resources directors) and the sales representatives. He often works in close collaboration with the latter. His mission does not stop there.']"
Advertising - Marketing,Strategic planner,"['Curious, organized, rigorous', 'Team spirit, analysis and synthesis', 'Good oral and written expression', 'Creative', 'Taste for art, culture, literature', 'Ability to Persuade']","['The strategic planner is the third eye of the advertising team. Companies owe the success of their brand and advertising campaigns to this analyst. The planner analyzes and anticipates the trends and needs of society, carries out strategic analyses, economic monitoring, studies the parameters that will make an advertising campaign effective. He works with the sales teams that he advises. Find out everything about his missions, his training, his salary and the career opportunities!', 'Strategic planning requires many skills. To carry out his mission, the strategic planner knows how to analyze data, understand the market and consumers. He is also creative and a good communicator.']"
Advertising - Marketing,Average trader,"['Good command of IT tools (Excel)', 'Strong knowledge of digital advertising', 'Good interpersonal and writing skills', 'Open-mindedness, curiosity, rigor, dynamism', 'Analytical mind, taste for numbers', 'English practice']","['The media trader is responsible for optimizing the purchase of advertising space on behalf of an advertiser. Find out what their daily tasks are, their skills, as well as their salary and the career opportunities in this article!']"
Advertising - Marketing,Graphic designer,"['Technical skills and', '(Illustrator, Photoshop, Xpress…)', 'Mastering visual codes (color language, typography)', 'Know how to draw', 'Excellent', 'Artistic creativity', 'Open-mindedness, adaptability', 'Meaning of the', 'and relationships', 'Versatility', 'Strong personality', 'English proficiency']","[""Graphic designers' mark is everywhere: posters, logos, packaging, etc. They can be found in the press, publishing, advertising, industry, communication, etc. Their credo: create the image that will catch the consumer's eye. Their tools: everything that leaves a mark, from the pencil to the most advanced DTP tool. Find out everything you need to know about graphic designers: their missions, training, salary and career opportunities.""]"
Advertising - Marketing,Artistic Director,"['Good drawing basics', 'Proficiency in graphic design tools such as Adobe Creative Suite (Photoshop, Illustrator, InDesign, etc.)', 'Knowledge of emerging technologies related to design, such as virtual reality, augmented reality', 'Managerial qualities and project management', 'Good communicator', 'Curiosity, vast artistic, literary and cinematographic culture', 'Creative and rigorous', 'Ability to adapt', 'Sense of aesthetics']","['The artistic director (AD) is responsible for directing the entire graphic and artistic design of a project (communication, advertising, film, video games, etc.). He/she gives instructions to roughmen, graphic designers, illustrators, layout artists, photographers, directors, etc. His/her primary objective: to maintain the visual coherence of the project in line with the objective of the project. Discover all the missions, skills, training and opportunities of the artistic director profession.', 'THE', 'may vary depending on the type of structure in which he works. In the press and publishing, the', 'will design the graphic charter, that is to say, he sets the tone, channels the creativity of the teams of graphic designers, illustrators, roughmen for any visual creation: book, poster, magazine… In the advertising sector, the AD works in close collaboration with a', 'Together, they design the', 'and imagine the graphic universe thanks to their general culture and their sense of observation.']"
Advertising - Marketing,Responsable merchandising,"['Knowledge of marketing and communication', 'Knowledge of merchandising and geomarketing software', 'Analytical mind', 'Team management', 'Curiosity, open-mindedness, general knowledge', 'Business acumen and listening skills']","['The merchandising manager, or merchandiser manager, defines and implements a merchandising strategy to optimize sales of the products for which he is responsible. Discover all the information relating to the merchandiser manager in this job description: his daily missions, his training, his skills, his salary and job opportunities!']"
Advertising - Marketing,Marketing Database Manager,"['Technical and marketing knowledge', 'Ability to synthesize and analyze, team spirit', 'Taste for numbers', 'Rigor, sense of organization and contact', 'Responsiveness, curiosity']","['The database manager is responsible for collecting information, quantifying it and encrypting it. Discover all of their daily tasks, the training required to practice the profession and their salary, in this job description!']"
Advertising - Marketing,Head of promotion,"['Developed relational skills', 'Customer-oriented creativity', 'Number Sense', 'Organization, method and rigor', 'Energy and dynamism']","['The promotion manager has one obsession: boosting sales. To do this, he uses different techniques to achieve it. Do you want to become a promotion manager? We tell you everything in this job description: missions, salary, training to follow and career opportunities!']"
Advertising - Marketing,Production Manager,"['Mastery of manufacturing techniques', 'Good knowledge of IT tools (Word, Excel, graphic design software such as Publisher/Photoshop)', 'Sense of initiative and organization', 'Capacity for anticipation and adaptation', 'Availability', 'the BTS', ', option ""study and production of graphic products"" or option ""study and production of printed products"", trains professionals from the entire graphic chain,', 'BTS Publishing and training,', 'the professional license Engineering and management of projects in communication and graphic industries.']","['The production manager is responsible for the expenses and income related to the production of promotional campaigns. Learn more about the job of production manager in this job description: daily missions, training, salary, etc.']"
Advertising - Marketing,Programming Manager,"['Interest in audiovisual media', 'Mastery of IT tools and media planning tools', 'Business spirit', 'Taste for numbers', 'Interpersonal skills', 'Developed sense of telephone contact']","['As the name suggests, the programming manager, or planning manager, programs audiovisual campaigns and ensures their optimization and management. Their missions, training, remuneration... Find out everything about the programming manager in this job description.']"
Advertising - Marketing,Responsable planning,"['Proficiency in computer and telephone tools', 'Interpersonal skills', 'Ability to manage and lead', 'Commercial appetite', 'Taste for numbers']","['The planning manager essentially has a supervisory role. Their main mission: to optimize the revenues of the channels of the agency they are responsible for on a daily basis. Do you want to become a planning manager? Discover all the information relating to this job on this Studyrama file: their salary, the training to follow, their skills and their daily missions!']"
Advertising - Marketing,Advertising space seller,"['Interpersonal and writing skills', 'Listening and negotiation skills', 'Stress resistance', ""Esprit d'initiative""]","['Their role? Selling advertising space and ensuring optimal visibility for their client. Discover all the information relating to the job of advertising space seller on this Studyrama file: salary, training to follow, skills and daily missions!']"
Advertising - Marketing,Advertising space buyer,"['Technical knowledge in the field of advertising', 'Sense of contact and negotiation', 'Taste for numbers', 'Rigor and precision', 'Stress resistance']","['The buyer chooses the most appropriate locations to optimize an advertising campaign. Learn all about this strategic profession: its daily missions, training, remuneration, etc.']"
Advertising - Marketing,Sales Administrator,"['Good knowledge of accounting and finance', 'Proficiency in IT tools (SAP/SAGE software, etc., spreadsheets, word processing, etc.) and telephone tools', 'Taste for numbers', 'Rigor, organization and sense of priorities', 'Interpersonal skills', 'Negotiation skills']","['The sales administration manager plays a crucial role within the sales management of the company that employs him. Everything about his missions, his training and his salary.']"
Advertising - Marketing,Art buyer and TV producer,"['Knowledge of the specificities related to photo/video shoots', 'Proficiency in image processing software', 'Administrative (invoicing) and legal (intellectual property) skills', 'Organization, curiosity, responsiveness', 'Artistic fiber and sense of image', 'Sense of negotiation and contact']","['The main mission of the art and TV buyer is to materialize creative ideas, while respecting the budget and schedule defined by an advertiser. Are you interested in this job? Quickly find out everything you need to know about its missions, the training to follow, the career opportunities and its remuneration.', ""L'"", 'manages the entire organization of the production of a photo or video shoot. Based on the creative brief he has received, he must find, most often in record time, all the actors (from models to the most varied objects) who will intervene at the different stages of the production of the advertisement (for the press, a catalog or an audiovisual production). This professional then negotiates the purchase of these different artistic services, taking into account the allocated budget. This allows him to immediately rule out unapproachable photographers, actors or directors in particular. Versatile, the', 'is an artistic advisor, talent scout, negotiator, decorator and manager. He meets with artistic agents, photographers and illustrators. During castings, he can find new talent and ""sell"" them to creatives (artistic directors, graphic designers, etc.), thanks to his power of conviction. To successfully carry out his mission, he must be organized and have great interpersonal skills. But also be on the lookout for the latest trends. As a manager, he also prepares quotes, invoices and schedules. Good resistance to stress and resourcefulness seem essential to deal with unforeseen events or last-minute cancellations.']"
Advertising - Marketing,Development Manager,"['Management capacity', 'Analytical skills and understanding of business strategy', 'Autonomy and initiative', 'Negotiation skills', 'Creativity, taste for innovation', 'Leadership, sense of teamwork', 'Listening skills', 'Strategic vision', 'Computer literacy', 'English proficiency', 'Spirit of conquest']","['The business development manager, also sometimes called business developer in some companies, implements the commercial policy defined by the general management by analyzing and developing sales strategies. He actively contributes to the development of the company. A position of responsibility, with varied missions and an attractive salary. Explanations.', ""At the same time, he writes, based on information contained in advertising programs and merchandising plans, sales pitches used by the sales force. Monitoring the sector's activity and competitors is another of his missions, essential to mastering his ecosystem and future developments.""]"
Advertising - Marketing,Sales Director,"['Significant managerial and sales team leadership skills', 'Business strategy skills', 'Proven business negotiation skills', 'Dynamism, charisma and interpersonal skills', 'English proficiency', 'Analytical mind', 'Dynamism and responsiveness', 'Sense of diplomacy']","['At the crossroads of all sectors of the company, the sales director is a leader of men and women. To achieve the sales objectives set by his/her management, but also to satisfy the demands of customers, he/she must motivate his/her sales force, day after day. Learn all about the job of sales director: his/her missions, his/her opportunities and his/her salary.', 'But his missions do not stop there. A good sales manager knows how to manage, supervise, and motivate sales teams while monitoring their sales performance. He therefore organizes team building and fitness seminars for his entire sales team. On the agenda: presentation of new product ranges, development of innovative sales concepts or award ceremonies for the best performers... Finally, he may sometimes follow a few major accounts,', 'and product referencing.', 'The', 'most often has a', '. It can integrate a', 'post-bac or parallel admissions (after a preparatory class, Bac+2, Bac+3).', 'The job of sales manager offers many opportunities. His missions can be carried out in very varied companies, large as well as small or medium-sized, and in all sectors of activity: industry, consumer goods, high-tech, media, services, etc.']"
Advertising - Marketing,Account Manager,"['English proficiency to lead international projects', 'Expertise on one or more media', 'Charisma and proven commercial talent', 'Ability to manage a profit center', 'Analytical qualities', 'Developed writing skills and oral expression skills', 'Creative mind and solution-finding skills', 'Leadership and a taste for team management']","['The account manager is the link between advertisers and clients and his agency. Discover all the information relating to the job of account manager: his salary, his training, his skills and his daily missions!']"
Bank - Finance,Agency Director,"['Knowledge of management and accounting', 'Dynamism, diplomacy', 'Pragmatism, rigor', 'Instinct de leader']","['The branch manager has a key role in the banking world. Highly versatile, he or she has multiple roles: manager, salesperson, financier, administrator, team leader, etc. It is through all these facets that he or she manages to develop the activity of his or her branch in his or her geographical sector. Find out everything you need to know about the branch manager: his or her missions, skills, training, opportunities and salary.']"
Bank - Finance,Financial Director,"['Know how to manage a team', 'Be rigorous and organized', 'Have an analytical and synthetic mind', 'Have a high capacity for work and be available', 'Listening skills, speaking skills, ability to convince', 'English proficiency essential', 'Excellence in financial communication']","['At the same time', 'and manager, the financial director is one of the most important employees in the company. His mission is to supervise the financial management of an entire company in order to guarantee its financial balance and optimize its performance. A prestigious and delicate position. Find out everything about this job: missions, training, salary, opportunities.']"
Bank - Finance,Agricultural management advisor,"['Good knowledge of the environment and mastery of technical vocabulary', 'Ability to analyze and take a step back', 'Force of proposal', 'Listening skills', 'Open-mindedness and creativity', 'Interpersonal skills']","['The agricultural management advisor optimizes the income of farmers by making good investments or investments adapted to their needs. Discover the job of agricultural management advisor: the missions, the training to follow, the opportunities and his salary.']"
Bank - Finance,Agricultural Affairs Officer,"['Knowledge of management and law', 'Business and negotiation skills', 'Risk management, rigor', 'Interpersonal skills and organization', 'Capacity for analysis and adaptation.']","['The agricultural business manager manages a portfolio of agricultural professionals within a bank. Discover the job of agricultural business manager: the missions, the training to follow, the opportunities and his salary.']"
Bank - Finance,Business Studies Officer,"['Strong business management skills', 'Creativity', 'Team spirit', 'Good human contact']","[""The business research officer analyzes customer expectations and the competition's offering before a new product or service is released on the market. Their goal is to ensure maximum commercial success. Learn all about the job of business research officer: their missions, skills, training, opportunities and salary."", 'The business studies officer coordinates the operations of', 'of the', 'To do this, he carries out', 'market in conjunction with the sales network. This involves ensuring, before issuing a contract, that it corresponds to the expectations of a segment of the', None, 'Career progression is achieved by taking on more and more responsibilities. A beginner will first be entrusted with execution tasks before moving on to missions with a strategic dimension. The business research officer can move towards sales positions (in mass distribution, in a purchasing center or with suppliers) or access the position of product manager, to work in the design of new products. In a consulting firm, he or she can move towards a position of project manager, then research director.']"
Bank - Finance,Wealth Manager,"['Taste for numbers and mastery of analysis tools', 'Solid technical background', 'Relational and commercial sense', 'Customer service skills', 'Rigor and organization', 'Initiative and autonomy', 'Be comfortable in communication', 'Be endowed with easy human contact and be friendly']","['The wealth manager is a virtuoso of tailor-made services. Clients expect him to provide informed advice, taking into account their particular situation. A job that requires as much pedagogical as commercial sense. Find out more about him: his daily missions, the recommended qualifications to access it, the salary and the opportunities.', 'The', 'can also be done in', ', with a rhythm of 4 days in the company and 1 day at school. Parallel admissions are possible for candidates from the', ""or holders of a master's degree. Otherwise, candidates can join the"", 'from ICS Bégué directly after the Baccalaureate, or after a Bac+1 or Bac+2.']"
Advertising - Marketing,Advertising Manager,"['Sens commercial', 'Creativity, adaptability', 'Negotiation skills, diplomacy', 'Management skills', 'Coordination skills, method', 'Communication skills', 'Knowledge of your market', 'Good economic culture']","['Without advertising, it is difficult to sell a product, service or concept. The advertising manager actually occupies a crucial position. He is responsible for designing and deploying advertising campaigns on different media. Discover all his missions, as well as his training, skills, salary and career opportunities in this article!', 'As a good conductor, he combines all the ingredients necessary to create a', '. In a small agency, he is versatile and autonomous. In larger structures, he is placed under the responsibility of a group leader. His missions must be carried out in a precise and coherent order: first, get in touch with the client and define with him the objectives to be achieved, then set and have the budget approved.']"
Bank - Finance,Financial analyst,"['Taste for numbers', 'Strong financial strategy skills', 'Proficiency in financial tools and software', 'Good interpersonal skills and communication skills', 'Analytical and synthetic mindset', 'Roughness and precision', 'Intellectual curiosity', 'Time management and ability to work under pressure', 'English proficiency essential']","['A specialist in stock market investment, the financial analyst studies the health of companies. His research and analyses help investors choose the least risky and most profitable stocks. Find out about the job of financial analyst: the missions, the training to follow to become a financial analyst, the salary, the opportunities.']"
Bank - Finance,Personal account manager,"['Good knowledge of financial products and markets', 'Strong legal and tax knowledge', 'Strong commercial sense to manage and develop a portfolio of clients', 'Know how to build a sales pitch', 'Interpersonal skills', 'Listening and analytical skills', 'Rigor, logic', 'Taste for challenge, tenacity']","['The', ""is responsible for marketing its establishment's products and services to meet the needs of its customers, whether in day-to-day banking, savings, loans, real estate or insurance. Its goal: to support all phases of their lives and their"", 'to their projects. He advises his clients in compliance with current regulations and does not hesitate to call on a specialist advisor for more complex operations.']"
Bank - Finance,Business Manager,"['Good knowledge of financial analysis and mastery of banking, legal and tax regulations', 'Extensive business knowledge', 'Good listening, analysis and synthesis skills', 'Negotiation skills', 'Team spirit, sense of community', 'Autonomy, rigor and responsiveness', 'English proficiency']","[""Within the banking institution, the business account manager's mission is to prepare financial files for large companies and SMEs/SMIs, which are part of their client portfolio. Analyzing financial needs, negotiating rates, and approaching new prospects are also part of their daily life. Find out everything you need to know about the business account manager in banking: their missions, training, salary and career opportunities."", 'Very present on the', ', he visits companies and responds to their expectations on various subjects. Anticipating needs is also part of his missions. He may also be required to', ', such as facilitating an establishment abroad or', '. Before any important decision, he analyses the financial situation of the company and assesses the risks, in consultation with his hierarchy and with the support of specialized services. He may be required to supervise employees. To succeed, he must know how to establish a climate of trust with his clients or prospects, based on his listening skills and his professional competence.']"
