ID,Birth date,Birth place,Highschool graduation date,Highschool,Studies level,Degree,ESB entry date,Bac type,Current class,Semester 1 class,Degree level,Gender,Nationality,Class level,Previous class,Previous year result,Highschool graduation grade,Final score,Region
ID1291,2004,Tunis,2023,Lycee Carthage,0.0,LSG,2023,Bac Economie,2-LSG-3,2-LSG-3,2,F,TUNISIENNE,2,1-LSG-3,Admis(e),9.3,-1.0,Tunis
ID1292,1997,Gafsa,2017,Lycee Privé Avicenne Gafsa,3.0,BA,2024,Bac Sciences,1-BA-7,1-BA-7,4,M,TUNISIENNE,4,External,Admis(e),12.03,-1.0,Gafsa
ID1293,1999,Mahdia,2018,Lycee Ibn Sina,3.0,BA,2024,Bac Informatique,1-BA-3,1-BA-3,1,F,TUNISIENNE,4,External,Admis(e),10.14,-1.0,Mahdia
ID1294,1998,Ariana,2021,Lycee Technique Ariana,3.0,FIND,2021,Bac Economie,1-FIND-1,1-FIND-1,1,M,TUNISIENNE,4,3-LSG-1,Admis(e) - Bien,13.0,-1.0,Ariana
ID1295,2006,La Marsa,2024,Lycee  Privee L'Ideal,0.0,LBC,2024,Bac Economie,1-LBC-10,1-LBC-10,1,M,TUNISIENNE,1,External,Admis(e),11.31,-1.0,Ariana
ID1296,1998,La Marsa,2018,Lycee Hannibal Ariana,3.0,BA,2023,Bac Math,2-BA-3,2-BA-3,2,F,TUNISIENNE,5,1-BA-3,Admis(e) - Bien,11.17,-1.0,Ariana
ID1297,1992,Hamam Sousse,2011,Lycee Carthage Présidence Carthage Tunis,3.0,BA,2024,Bac Economie,1-BA-2,1-BA-2,1,F,TUNISIENNE,4,External,Admis(e),13.21,-1.0,Tunis
ID1298,1999,El Hamma,2019,Lycee Elhamma,3.0,FIND,2024,Bac Math,1-FIND-1,1-FIND-1,4,M,TUNISIENNE,4,External,Admis(e),11.09,-1.0,Gabès
ID1299,2004,Tunis,2023,Lycee Ariana,0.0,LBC,2023,Bac Economie,2-LBC-13,2-LBC-13,2,F,TUNISIENNE,2,1-LBC-3,Admis(e) - Passable,10.25,-1.0,Ariana
ID1300,2001,Tunis,2020,Lycee Rue Du Pacha Tunis Medina,3.0,FIND,2024,Bac Economie,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),11.08,-1.0,Tunis
ID1301,2000,Menzah 6,2019,Lycee Kasbah,3.0,MDSI,2021,Bac Sciences,1DSI-AS2-1,1DSI-AS2-1,1,M,TUNISIENNE,4,1DSI-AS1-1,Admis(e),13.14,-1.0,Tunis
ID1302,2000,Tunis,2022,"Lycee Privé L'Avenir,Bizerte",0.0,LSG,2023,Bac Economie,2-LSG-4,2-LSG-4,2,M,TUNISIENNE,2,1-LSG-4,Admis(e) - Passable,11.53,-1.0,Bizerte
ID1303,2001,Korba,2021,Lycee Korba,0.0,LSG,2021,Bac Economie,2-LSG-5,2-LSG-5,2,M,TUNISIENNE,2,1-LSG-5,Admis(e) - Passable,11.86,-1.0,Nabeul
ID1304,2001,Sidi Bouzid,2020,Lycee Mixte Sidi Bouzid,0.0,LSG,2024,Bac Sciences,1-LSG-5,1-LSG-5,1,F,TUNISIENNE,1,External,Admis(e),10.23,-1.0,Sidi Bouzid
ID1305,2004,Benguerdan,2023,Lycee Bengurden 1,0.0,LBC,2024,Bac Economie,1-LBC-12,1-LBC-12,1,F,TUNISIENNE,1,External,Admis(e),11.07,-1.0,Médenine
ID1306,2004,Mahares,2024,Lycee Mahres,0.0,LBC,2024,Bac Economie,1-LBC-2,1-LBC-2,1,M,TUNISIENNE,1,External,Admis(e),10.05,-1.0,Sfax
ID1307,2000,Menzel Bouzelfa,2019,Lycee Menzel Bouzelfa,3.0,BA,2023,Bac Economie,2-BA-4,2-BA-4,2,M,TUNISIENNE,5,1-BA-4,Admis(e) - Passable,11.58,-1.0,Nabeul
ID1308,2000,Tunis,2019,Lycee Ibn Khaldoun Omrane Supérieur,3.0,MDSI,2023,Bac Economie,2-MDSI-3,2-MDSI-3,2,M,TUNISIENNE,5,1-MDSI-3,Admis(e) - Bien,9.71,-1.0,Ariana
ID1309,2001,Ezzahra,2020,Lycee Hammam Lif,3.0,FIND,2024,Bac Economie,1-FIND-1,1-FIND-1,4,M,TUNISIENNE,4,External,Admis(e),10.73,-1.0,Ben Arous
ID1310,1994,Siliana,2013,Lycee Siliana,3.0,MDSI,2021,Bac Sciences,1DSI-AS2-1,1DSI-AS2-1,1,F,TUNISIENNE,4,1DSI-AS1-1,Admis(e),12.46,-1.0,Siliana
ID1311,1998,Beja,2019,Lycee Blaiech Ariana,1.0,LSG,2023,Bac Math,2-LSG-1,2-LSG-1,2,M,TUNISIENNE,2,1-LSG-9,Admis(e),10.08,-1.0,Ariana
ID1312,2003,Gafsa,2023,Lycee Ariana,0.0,LBC,2023,Bac Sciences,2-LBC-1,2-LBC-1,2,M,TUNISIENNE,2,1-LBC-4,Admis(e) - Passable,10.22,-1.0,Ariana
ID1313,2003,Tunis,2022,Lycee 2 Mars 1934 Siliana,0.0,LBC,2022,Bac Math,3-LBC-BI-3,3-LBC-BI-3,3,F,TUNISIENNE,3,2-LBC-BI-4,Admis(e) - Passable,11.12,-1.0,Siliana
ID1314,2003,Tunis,2023,Lycee Bouaarada,0.0,LBC,2023,Bac Technique,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-12,Admis(e) - Missing credits,9.19,-1.0,Siliana
ID1315,2000,Tunis,2020,Lycee Bouarada,0.0,LBC,2020,Bac Sciences,3LBC-BIS-5,3LBC-BIS-5,3,M,TUNISIENNE,3,2-LBC-BIS5,Admis(e) - Passable,9.55,-1.0,Siliana
ID1316,2005,El Krib,2023,Lycee El Krib,0.0,LBC,2023,Bac Math,2-LBC-12,2-LBC-12,2,M,TUNISIENNE,2,1-LBC-2,Admis(e) - Passable,11.58,-1.0,Siliana
ID1317,2002,Tunis,2022,Lycee Al Wafa Ariana,0.0,LBC,2024,Bac Economie,1-LBC-3,1-LBC-3,1,M,TUNISIENNE,1,External,Admis(e),10.32,-1.0,Ariana
ID1318,2005,Bizerte,2024,Lycee Bizerte,0.0,LSG,2024,Bac Economie,1-LSG-1,1-LSG-1,1,M,TUNISIENNE,1,External,Admis(e),11.12,-1.0,Bizerte
ID1319,1988,Tunis,2010,Lycee La Manouba,3.0,BA,2023,Bac Economie,2-BA-2,2-BA-2,2,M,TUNISIENNE,5,1-BA-2,Admis(e) - Bien,9.81,-1.0,La Manouba
ID1320,2003,Tunis,2023,Lycee Rades,0.0,LBC,2023,Bac Economie,2-LBC-2,2-LBC-2,2,M,TUNISIENNE,2,1-LBC-5,Admis(e),10.11,-1.0,Ben Arous
ID1321,2000,Tunis,2019,Lycee Tunis,3.0,BA,2023,Bac Sciences,2-BA-2,2-BA-2,2,F,TUNISIENNE,5,1-BA-2,Admis(e) - Bien,15.29,-1.0,Tunis
ID1322,1998,Tunis,2016,Lycee Nasr,0.0,BA,2023,Bac Economie,2-BA-2,2-BA-2,2,M,TUNISIENNE,5,1-BA-6,Admis(e) - Passable,11.11,-1.0,Ariana
ID1323,2000,Tunis,2020,Lycee Tunis,3.0,MDSI,2023,Bac Economie,2-MDSI-4,2-MDSI-4,2,M,TUNISIENNE,5,1-MDSI-4,Admis(e) - Passable,10.61,-1.0,Tunis
ID1324,2003,La Marsa,2022,Lycee Ariana,0.0,LSG,2022,Bac Economie,3-LSG-2,3-LSG-2,3,M,TUNISIENNE,3,2-LSG-2,Admis(e) - Passable,13.26,-1.0,Ariana
ID1325,2004,Nabeul,2023,Lycee Manzel Temime,0.0,LSG,2023,Bac Technique,2-LSG-2,2-LSG-2,2,M,TUNISIENNE,2,1-LSG-2,Admis(e) - Missing credits,12.01,-1.0,Nabeul
ID1326,2005,Tunis,2024,Lycee Megrine,0.0,LBC,2024,Bac Informatique,1-LBC-7,1-LBC-7,1,M,TUNISIENNE,1,External,Admis(e),10.61,-1.0,Ben Arous
ID1327,2003,Menzel Bourguiba,2024,Lycee Ali Bach Hanba Bizerte,0.0,LBC,2024,Bac Economie,1-LBC-12,1-LBC-12,1,M,TUNISIENNE,1,External,Admis(e),10.9,-1.0,Bizerte
ID1328,2001,"Gabes ,Tunisie",2019,Lycee Gabes,3.0,BA,2024,Bac Economie,1-BA-4,1-BA-4,1,M,TUNISIENNE,4,External,Admis(e),12.09,-1.0,Gabès
ID1329,2004,Tunis,2023,Lycee El Amal Megrine,0.0,LBC,2023,Bac Economie,2-LBC-5,2-LBC-5,2,F,TUNISIENNE,2,1-LBC-8,Admis(e) - Missing credits,10.13,-1.0,Ben Arous
ID1330,2005,Tunis,2024,Lycee Privee L Exellence,0.0,LBC,2024,Bac Economie,1-LBC-14,1-LBC-14,1,M,TUNISIENNE,1,External,Admis(e),12.31,-1.0,Bizerte
ID1331,2000,Ariana,2020,Lycee Ariana,3.0,BA,2023,Bac Economie,2-BA-6,2-BA-6,2,F,TUNISIENNE,5,1-BA-6,Admis(e) - Bien,10.61,-1.0,Ariana
ID1332,2005,Tunis,2024,Lycee Secondire Louis Pasteur,0.0,LSG,2024,Bac Economie,1-LSG-1,1-LSG-1,1,M,TUNISIENNE,1,External,Admis(e),14.34,-1.0,Tunis
ID1333,2003,La Marsa,2022,Lycee Tunis,0.0,LSG,2022,Bac Sciences,3-LSC-1,3-LSC-1,3,F,TUNISIENNE,3,2-LSC-1,Admis(e) - Bien,12.05,-1.0,Tunis
ID1334,2004,Kasserine,2023,Lycee Feriana,0.0,LSG,2023,Bac Technique,1-LSG-5,1-LSG-5,1,F,TUNISIENNE,1,External,Admis(e),11.42,-1.0,Kasserine
ID1335,1999,Tunis,2020,Lycee Tunis,3.0,MKD,2023,Bac Economie,2-MKD-2,2-MKD-2,2,M,TUNISIENNE,5,1-MKD-2,Admis(e),10.61,-1.0,Tunis
ID1336,2004,Tunis,2024,Lycee Imam Moslem,0.0,LBC,2024,Bac Economie,1-LBC-12,1-LBC-12,1,M,TUNISIENNE,1,External,Admis(e),10.43,-1.0,Ariana
ID1337,2004,Ariana,2024,Lycee Kalaat El Andalous,0.0,LBC,2024,Bac Economie,1-LBC-14,1-LBC-14,1,M,TUNISIENNE,1,External,Admis(e),11.52,-1.0,Ariana
ID1338,2003,Jendouba,2022,Lycee Jendouba,0.0,LBC,2022,Bac Sciences,3-LBC-BI-4,3-LBC-BI-4,3,F,TUNISIENNE,3,2-LBC-BI-2,Admis(e) - Bien,12.89,-1.0,Jendouba
ID1339,2005,Tunis,2024,Lycee Ennaser,0.0,LBC,2024,Bac Economie,1-LBC-6,1-LBC-6,1,F,TUNISIENNE,1,External,Admis(e),11.43,-1.0,Ariana
ID1340,2004,Manzah,2023,Lycee Beb El Khadhra Tunis,0.0,LSG,2024,Bac Technique,1-LSG-7,1-LSG-7,1,M,TUNISIENNE,1,External,Admis(e),12.56,-1.0,Tunis
ID1341,2001,Tunis,2022,Lycee Mourouj4,0.0,LBC,2022,Bac Economie,3LBC-BIS-5,3LBC-BIS-5,3,M,TUNISIENNE,3,2-LBC-BIS5,Admis(e),9.46,-1.0,Ben Arous
ID1342,2002,Kelibia,2021,"Lycee Abdlaaziz Khouja, Kélibia",3.0,BA,2021,Bac Sciences,1-BA-6,1-BA-6,1,F,TUNISIENNE,4,3-LSG-5,Admis(e) - Bien,11.0,-1.0,Tunis
ID1343,2003,Soussa,2022,Lycee Kelibia,0.0,LBC,2022,Bac Economie,3-LBC-BI-3,3-LBC-BI-3,3,F,TUNISIENNE,3,2-LBC-BI-4,Admis(e),9.25,-1.0,Nabeul
ID1344,2003,Tunis,2024,Lycee Pole Nabeul,0.0,LBC,2024,Bac Economie,1-LBC-7,1-LBC-7,1,M,TUNISIENNE,1,External,Admis(e),11.11,-1.0,Ariana
ID1345,2000,Kélibiya,2020,Lycee Kelibia,0.0,LSG,2020,Bac Economie,3-LSG-5,3-LSG-5,3,M,TUNISIENNE,3,2-LSG-5,Admis(e),12.12,-1.0,Nabeul
ID1346,1999,Tunis,2020,Lycee Ahmed Amine Mourouj 4,3.0,MDSI,2023,Bac Sciences,2-MDSI-6,2-MDSI-6,2,F,TUNISIENNE,5,2-DSI-A3-2,Admis(e) - Passable,14.0,-1.0,Tunis
ID1347,2000,Nabeul,2020,Lycee Nabeul,3.0,BA,2023,Bac Economie,2-BA-1,2-BA-1,2,M,TUNISIENNE,5,1-BA-1,Admis(e) - Passable,10.61,-1.0,Nabeul
ID1348,2003,Tunis,2022,"Lycee Ennasr, Ariana",0.0,LSG,2022,Bac Economie,3-LSG-4,3-LSG-4,3,F,TUNISIENNE,3,2-LSG-4,Admis(e) - Passable,12.25,-1.0,Ariana
ID1349,2001,Tunis,2020,Lycee Tunis,3.0,FIND,2023,Bac Economie,2-FIND-1,2-FIND-1,2,F,TUNISIENNE,5,1-FIND-1,Admis(e) - Bien,10.61,-1.0,Tunis
ID1350,2000,Beni Khalled,2021,Lycee Rue Elmanzah Beni Khalled,3.0,BA,2021,Bac Informatique,1-BA-8,1-BA-8,1,M,TUNISIENNE,4,3-LBC-BI-3,Admis(e) - Bien,12.0,-1.0,Tunis
ID1351,2004,Tunis,2023,Lycee Kheireddine Pacha Ariana,0.0,LBC,2023,Bac Economie,2-LBC-5,2-LBC-5,2,M,TUNISIENNE,2,1-LBC-15,Admis(e) - Missing credits,11.23,-1.0,Ariana
ID1352,1998,Maradi-Zaria,2020,Lycee Ltd,3.0,MKD,2023,Bac Economie,2-MKD-2,2-MKD-2,2,M,NIGERIENNE,5,1-MKD-2,Admis(e) - Passable,11.5,-1.0,Foreign
ID1353,2003,La Marsa,2021,Lycee Saada Ali Douaji,3.0,FIND,2024,Bac Sciences,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),14.44,-1.0,Tunis
ID1354,2005,Qatar,2022,Lycee Qatar,0.0,LBC,2024,Bac Economie,1-LBC-3,1-LBC-3,1,M,TUNISIENNE,1,External,Admis(e),13.0,-1.0,Tunis
ID1355,2003,Tunis,2021,Lycee Tunis,0.0,LSG,2021,Bac Economie,3-LSG-4,3-LSG-4,3,M,TUNISIENNE,3,2-LSG-4,Admis(e),11.21,-1.0,Tunis
ID1356,2004,Monastir,2023,Lycee Monastir,0.0,LBC,2023,Bac Technique,2-LBC-4,2-LBC-4,2,M,TUNISIENNE,2,1-LBC-7,Admis(e) - Passable,10.04,-1.0,Monastir
ID1357,2003,Kasserine,2022,Lycee Kasserine,0.0,LBC,2022,Bac Sciences,3-LBC-BI-3,3-LBC-BI-3,3,M,TUNISIENNE,3,2-LBC-BI-4,Admis(e),12.45,-1.0,Kasserine
ID1358,2000,Beja,2020,Lycee Tunis,3.0,BA,2023,Bac Economie,2-BA-1,2-BA-1,2,F,TUNISIENNE,5,1-BA-1,Admis(e) - Bien,10.61,-1.0,Tunis
ID1359,2004,Tunis,2023,Lycee Carthage Byrsa,0.0,LBC,2023,Bac Math,2-LBC-2,2-LBC-2,2,F,TUNISIENNE,2,1-LBC-5,Admis(e) - Passable,10.38,-1.0,Tunis
ID1360,2003,Tunis,2022,Lycee Tunis,0.0,LSG,2022,Bac Economie,3-LSG-4,3-LSG-4,3,F,TUNISIENNE,3,2-LSG-4,Admis(e) - Bien,10.08,-1.0,Tunis
ID1361,1999,Marsa,2020,Lycee Abou Kacem Cheki,3.0,BA,2024,Bac Technique,1-BA-8,1-BA-8,1,M,TUNISIENNE,4,External,Admis(e),10.4,-1.0,Tunis
ID1362,1999,Tunis,2020,Lycee Ahmed Amine Mourouj 4,3.0,BA,2023,Bac Economie,2-BA-6,2-BA-6,2,M,TUNISIENNE,5,1-BA-6,Admis(e) - Passable,9.44,-1.0,Ben Arous
ID1363,2001,Gabes,2021,Lycee Boulbaba,3.0,MDSI,2021,Bac Economie,1-MDSI-2,1-MDSI-2,1,F,TUNISIENNE,4,3-LSG-3,Admis(e) - Bien,11.0,-1.0,Tunis
ID1364,2002,Tunis,2021,Lycee El Mourouj 4 Ben Arous,3.0,FIND,2021,Bac Economie,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),11.85,-1.0,Ben Arous
ID1365,2002,Tunis,2020,Lycee Tunis,3.0,FIND,2023,Bac Economie,2-FIND-1,2-FIND-1,2,F,TUNISIENNE,5,1-FIND-1,Admis(e) - Bien,10.61,-1.0,Tunis
ID1366,2001,Tunis,2021,Lycee Cité Hadika Tunis,0.0,LBC,2023,Bac Sciences,2-LBC-8,2-LBC-8,2,F,TUNISIENNE,2,1-LBC-11,Admis(e) - Bien,10.78,-1.0,Tunis
ID1367,2002,Kélibia,2023,Lycee Kélibia,0.0,LSG,2023,Bac Economie,2-LSC-2,2-LSC-2,2,F,TUNISIENNE,2,1-LSG-2,Admis(e) - Passable,11.57,-1.0,Nabeul
ID1368,2001,Gabes,2020,Lycee Gabés,3.0,MKD,2023,Bac Sciences,2-MKD-1,2-MKD-1,2,F,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,11.59,-1.0,Gabès
ID1369,2001,Sfax,2020,Lycee Sfax,3.0,BA,2023,Bac Economie,2-BA-4,2-BA-4,2,F,TUNISIENNE,5,1-BA-4,Admis(e) - Passable,10.61,-1.0,Sfax
ID1370,2001,Tunis,2023,Lycee Tunis 2,0.0,LBC,2023,Bac Economie,2-LBC-6,2-LBC-6,2,M,TUNISIENNE,2,1-LBC-15,Admis(e) - Passable,10.6,-1.0,Tunis
ID1371,2002,La Marsa,2021,Lycee Tunis,0.0,LBC,2021,Bac Economie,3LBC-BIS-6,3LBC-BIS-6,3,F,TUNISIENNE,3,2-LBC-BIS6,Admis(e) - Passable,11.29,-1.0,Tunis
ID1372,2003,Bizerte,2022,Lycee Manzel Bourguiba,0.0,LBC,2022,Bac Economie,1-LBC-2,1-LBC-2,1,F,TUNISIENNE,1,External,Admis(e),10.32,-1.0,Bizerte
ID1373,2003,Menzah 6,2022,Lycee Ariana,0.0,LBC,2022,Bac Economie,3LBC-BIS-2,3LBC-BIS-2,3,M,TUNISIENNE,3,2-LBC-BIS2,Admis(e),11.69,-1.0,Ariana
ID1374,2001,Tunis,2023,Lycee Hannibal Ariana,0.0,LBC,2023,Bac Technique,2-LBC-3,2-LBC-3,2,M,TUNISIENNE,2,1-LBC-6,Admis(e) - Bien,10.0,-1.0,Tunis
ID1375,2005,Kelibia,2024,Lycee Tunis,0.0,LBC,2024,Bac Economie,1-LBC-12,1-LBC-12,1,F,TUNISIENNE,1,External,Admis(e),11.28,-1.0,Tunis
ID1376,2004,Menzah 6,2023,Lycee Al Wafa Al  El Ghazela,0.0,LBC,2024,Bac Economie,1-LBC-1,1-LBC-1,1,M,TUNISIENNE,1,External,Admis(e),12.66,-1.0,Ariana
ID1377,1998,La Marsa,2018,Lycee Jsc Carthage,3.0,MKD,2021,Bac Economie,1-MKD-1,1-MKD-1,1,F,TUNISIENNE,4,External,Admis(e),11.0,-1.0,Tunis
ID1378,2005,Marsa,2024,Lycee Wafa,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,M,TUNISIENNE,1,External,Admis(e),10.06,-1.0,Ariana
ID1379,2002,Tunis,2024,Lycee Mouhamed Arbi Chammeri Wardia 1,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,M,TUNISIENNE,1,External,Admis(e),11.09,-1.0,Tunis
ID1380,2002,Kasserine,2021,Lycee Feriena,3.0,BA,2024,Bac Sciences,1-BA-3,1-BA-3,1,F,TUNISIENNE,4,External,Admis(e),13.72,-1.0,Kasserine
ID1381,2004,Feriena,2024,Lycee Feriana,0.0,LSG,2024,Bac Sciences,1-LSG-2,1-LSG-2,1,M,TUNISIENNE,1,External,Admis(e),10.09,-1.0,Kasserine
ID1382,2004,Fernena,2023,Lycee Fernena,0.0,LBC,2023,Bac Math,2-LBC-4,2-LBC-4,2,F,TUNISIENNE,2,1-LBC-7,Admis(e) - Bien,10.92,-1.0,Jendouba
ID1383,2001,Ariana,2021,Lycee Hamoda Bacha Mannouba,3.0,BA,2024,Bac Informatique,1-BA-7,1-BA-7,1,M,TUNISIENNE,4,External,Admis(e),11.62,-1.0,La Manouba
ID1384,2003,Bizerte,2023,Lycee Privee Les Lumiere,0.0,LBC,2024,Bac Economie,1-LBC-13,1-LBC-13,1,M,TUNISIENNE,1,External,Admis(e),9.81,-1.0,Bizerte
ID1385,2001,Nabeul,2022,Lycee Hammamet,0.0,LBC,2023,Bac Economie,2-LBC-13,2-LBC-13,2,M,TUNISIENNE,2,1-LBC-2,Admis(e) - Passable,12.47,-1.0,Nabeul
ID1386,2000,Tunis,2020,Lycee Tunis,3.0,MKD,2023,Bac Sciences,2-MKD-1,2-MKD-1,2,F,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,11.0,-1.0,Tunis
ID1387,2005,Tunisie,2024,Lycee Hamam Lif,0.0,LBC,2024,Bac Math,1-LBC-11,1-LBC-11,1,M,TUNISIENNE,1,External,Admis(e),11.1,-1.0,Ben Arous
ID1388,2003,Ariana,2024,Lycee Ariana,0.0,LSG,2024,Bac Economie,1-LSG-5,1-LSG-5,1,M,TUNISIENNE,1,External,Admis(e),12.09,-1.0,Ariana
ID1389,2004,Kef,2023,Lycee Kef,0.0,LBC,2023,Bac Sciences,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-12,Admis(e) - Passable,12.21,-1.0,Le Kef
ID1390,2004,Tunis,2024,Lycee Sportif Et Technique Mannouba,0.0,LBC,2024,Bac Technique,1-LBC-10,1-LBC-10,1,M,TUNISIENNE,1,External,Admis(e),10.23,-1.0,La Manouba
ID1391,2003,La Marssa,2023,Lycee 2 Mars La Goulette,0.0,LBC,2024,Bac Economie,1-LBC-6,1-LBC-6,1,F,TUNISIENNE,1,External,Admis(e),13.25,-1.0,Tunis
ID1392,2000,Tunis,2022,Lycee Tunis,0.0,LBC,2022,Bac Economie,3LBC-BIS-3,3LBC-BIS-3,3,M,TUNISIENNE,3,2-LBC-BIS3,Admis(e) - Passable,11.04,-1.0,Tunis
ID1393,2001,Tunis,2022,Lycee Ariana,0.0,LBC,2022,Bac Sciences,3LBC-BIS-6,3LBC-BIS-6,3,F,TUNISIENNE,3,2-LBC-BIS6,Admis(e) - Passable,11.49,-1.0,Ariana
ID1394,2005,Tunis,2024,Lycee Enasser,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,M,TUNISIENNE,1,External,Admis(e),11.97,-1.0,Tunis
ID1395,2004,La Marsa,2023,Lycee Tunis,0.0,LBC,2023,Bac Economie,2-LBC-8,2-LBC-8,2,M,TUNISIENNE,2,1-LBC-11,Admis(e) - Passable,10.04,-1.0,Tunis
ID1396,2002,Sousse,2023,Lycee Cité Salem Boumhel,0.0,LBC,2023,Bac Economie,2-LBC-5,2-LBC-5,2,M,TUNISIENNE,2,1-LBC-8,Admis(e) - Passable,9.0,-1.0,Sousse
ID1397,2001,Kasserine,2020,Lycee Kasserine,3.0,BA,2024,Bac Math,1-BA-5,1-BA-5,1,F,TUNISIENNE,4,External,Admis(e),10.56,-1.0,Kasserine
ID1398,2004,Gabes,2024,Lycee Boulbeba Gabes,1.0,LBC,2024,Bac Economie,1-LBC-1,1-LBC-1,1,M,TUNISIENNE,1,External,Admis(e),10.73,-1.0,Gabès
ID1399,2003,Tunis,2023,Lycees Les Peres Blanc Menzah 1,0.0,LBC,2024,Bac Economie,1-LBC-14,1-LBC-14,1,M,TUNISIENNE,1,External,Admis(e),10.47,-1.0,Tunis
ID1400,2002,Kairouan,2022,Lycee Kairouan,0.0,LBC,2022,Bac Sciences,1-LBC-2,1-LBC-2,1,F,TUNISIENNE,1,External,Admis(e),10.5,-1.0,Kairouan
ID1401,2002,Zarzis,2021,Lycee Zarzis,0.0,LSG,2021,Bac Sciences,3-LSG-1,3-LSG-1,3,F,TUNISIENNE,3,2-LSG-1,Admis(e) - Bien,12.59,-1.0,Médenine
ID1402,2002,Ariana,2023,Lycee Sokra,1.0,LSG,2023,Bac Economie,1-LSG-4,1-LSG-4,1,F,TUNISIENNE,1,External,Admis(e),10.02,-1.0,Ariana
ID1403,2002,Tunis,2022,Lycee Bardo,0.0,LSG,2022,Bac Economie,3-LSG-5,3-LSG-5,3,M,TUNISIENNE,3,2-LSG-5,Admis(e) - Passable,10.0,-1.0,Tunis
ID1404,2000,Tunis,2020,Lycee Tunis,3.0,MDSI,2023,Bac Economie,2-MDSI-3,2-MDSI-3,2,M,TUNISIENNE,5,1-MDSI-3,Admis(e) - Passable,10.61,-1.0,Tunis
ID1405,2003,Tunis,2023,Lycee Ibn Rachik Ezzahra,0.0,LBC,2023,Bac Technique,2-LBC-7,2-LBC-7,2,M,TUNISIENNE,2,1-LBC-16,Admis(e) - Passable,10.92,-1.0,Ben Arous
ID1406,1999,"La Marsa, Tunis",2018,Lycee Soukra,3.0,MDSI,2023,Bac Math,2-MDSI-2,2-MDSI-2,2,M,TUNISIENNE,5,1-MDSI-2,Admis(e) - Bien,12.05,-1.0,Ariana
ID1407,2000,Tunisie Menzel Bourguiba,2019,Lycee Ben Slimen Maroc,1.0,LSG,2024,Bac Economie,2-LSG-1,2-LSG-1,2,M,TUNISIENNE,2,1-LSG-1,Admis(e),10.27,-1.0,Tunis
ID1408,2003,Bizerte,2024,Lycee Lycé Mohamed Slema Aousja,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,F,TUNISIENNE,1,External,Admis(e),9.66,-1.0,Bizerte
ID1409,2004,Tunisie,2023,Lycee Manouba,0.0,LBC,2023,Bac Economie,2-LBC-2,2-LBC-2,2,M,TUNISIENNE,2,1-LBC-5,Admis(e) - Missing credits,9.32,-1.0,La Manouba
ID1410,2000,Mateur,2021,Lycee 2 Mars,3.0,MDSI,2024,Bac Economie,1-MDSI-2,1-MDSI-2,1,M,TUNISIENNE,4,3-LSG-2,Admis(e) - Passable,10.0,-1.0,Tunis
ID1411,2002,Ben Arous,2022,Lycee Ibn Khaldoun Radés,0.0,LSG,2023,Bac Economie,2-LSG-2,2-LSG-2,2,F,TUNISIENNE,2,1-LSG-8,Admis(e) - Missing credits,9.44,-1.0,Ben Arous
ID1412,2003,Tunis,2022,Lycee Gabes,0.0,LBC,2022,Bac Sciences,3-LBC-BI-1,3-LBC-BI-1,3,M,TUNISIENNE,3,2-LBC-BI-2,Admis(e) - Passable,10.65,-1.0,Gabès
ID1413,2005,Bizerte,2024,Lycee Utique Bizerte,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,F,TUNISIENNE,1,External,Admis(e),9.34,-1.0,Bizerte
ID1414,2002,Ariana,2022,Lycee Essahafa Ariana,0.0,LSG,2023,Bac Economie,2-LSG-4,2-LSG-4,2,F,TUNISIENNE,2,1-LSG-8,Admis(e) - Passable,10.41,-1.0,Ariana
ID1415,2001,Zarzis,2020,Lycee Zarzis,0.0,LBC,2023,Bac Sciences,2-LBC-2,2-LBC-2,2,M,TUNISIENNE,2,1-LBC-5,Admis(e) - Passable,9.85,-1.0,Médenine
ID1416,2000,Nabeul,2020,Lycee 9.27,0.0,LSG,2020,Bac Technique,1-LSG-3,1-LSG-3,1,M,TUNISIENNE,1,1-LSG-3,Exclu(e),9.27,-1.0,Ben Arous
ID1417,2002,Ariana,2022,Lycee Nabeul,0.0,LBC,2023,Bac Math,1-LBC-1,1-LBC-1,1,M,TUNISIENNE,1,1-LBC-1,Redouble,11.57,-1.0,Ariana
ID1418,2005,La Marssa,2024,Lycee Ali Douagi La Marssa,0.0,LBC,2024,Bac Economie,1-LBC-9,1-LBC-9,1,M,TUNISIENNE,1,External,Admis(e),10.21,-1.0,Tunis
